id,text,intent,category,response,confidence,created_at,updated_at,source
integrated_dataset_2025-09-29T16:19:23.890115_82,hacer cuentas con mis dedos,arithmetic_gestures,arithmetic_gestures,"En /arithmetic puedes hacer cuentas reales con tus dedos. El sistema reconoce tus gestos y los convierte en operaciones matemáticas, combinando métodos tradicionales con tecnología moderna.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_83,practicar multiplicaciones con la cámara,arithmetic_gestures,arithmetic_gestures,Las multiplicaciones con cámara están en /arithmetic. Usa gestos para representar los números y el sistema creará las operaciones de multiplicación automáticamente.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_84,no me reconoce la cámara,arithmetic_gestures,arithmetic_gestures,"Si no te reconoce la cámara en /arithmetic, verifica: 1) Permisos de cámara en el navegador, 2) Buena iluminación, 3) Posición frontal de la mano, 4) Que no haya obstáculos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_85,el sistema no detecta mi mano,arithmetic_gestures,arithmetic_gestures,"Para mejorar la detección en /arithmetic: 1) Asegúrate de tener buena luz, 2) Mantén la mano en el área de detección, 3) Usa gestos claros, 4) Calibra el sistema si es necesario.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_86,ayuda con los gestos,arithmetic_gestures,arithmetic_gestures,"En /arithmetic tienes ayuda completa para gestos: tutoriales paso a paso, ejemplos visuales, calibración personalizada y tips para mejorar el reconocimiento de tus señas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_87,quiero probar operaciones con señas,arithmetic_gestures,arithmetic_gestures,"Las operaciones con señas están en /arithmetic donde puedes experimentar con diferentes combinaciones de gestos para crear sumas, restas, multiplicaciones y divisiones interactivas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_88,practicar divisiones con la cámara,arithmetic_gestures,arithmetic_gestures,"Las divisiones con cámara están disponibles en /arithmetic. Usa gestos para los números y el sistema creará operaciones de división, ayudándote a visualizar este concepto matemático.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_89,cómo entreno un gesto nuevo,arithmetic_gestures,arithmetic_gestures,"Para entrenar un gesto nuevo en /arithmetic: 1) Ve a la sección de calibración, 2) Selecciona 'Nuevo Gesto', 3) Repite el movimiento varias veces, 4) El sistema aprenderá tu seña personalizada.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_90,quiero enseñar al sistema mi mano,arithmetic_gestures,arithmetic_gestures,"En /arithmetic puedes enseñar al sistema tu mano específica. Cada persona tiene gestos únicos, y el sistema se adapta a tu forma particular de mostrar números y operaciones.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_91,hacer práctica con señas,arithmetic_gestures,arithmetic_gestures,"La práctica con señas está en /arithmetic con ejercicios progresivos: desde números básicos hasta operaciones complejas, todo adaptado a tu nivel y estilo de gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_92,qué tan preciso es el reconocimiento,arithmetic_gestures,arithmetic_gestures,"El reconocimiento en /arithmetic tiene alta precisión cuando se usa correctamente: buena iluminación, gestos claros y calibración personalizada. La precisión mejora con la práctica.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_93,practicar ejercicios visuales,arithmetic_gestures,arithmetic_gestures,"Los ejercicios visuales están en /arithmetic donde combinas reconocimiento de gestos con elementos gráficos interactivos, creando una experiencia de aprendizaje multisensorial.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_94,hacer cálculos con los dedos,arithmetic_gestures,arithmetic_gestures,"En /arithmetic puedes hacer cálculos reales con los dedos. El sistema convierte tus gestos en números y operaciones, manteniendo la conexión natural entre manos y matemáticas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_95,abrir la sección de aritmética,arithmetic_gestures,arithmetic_gestures,"La sección de aritmética se abre en /arithmetic donde encontrarás todas las herramientas para aprender matemáticas con gestos: cámara, ejercicios, tutoriales y práctica interactiva.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_96,ver mis modelos,saved_models,saved_models,"Tus modelos guardados están en /models donde puedes ver todos los gestos que has entrenado, su precisión, fecha de creación y estadísticas de uso. Es tu biblioteca personal de gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_97,dónde están mis gestos guardados,saved_models,saved_models,"Todos tus gestos guardados están centralizados en /models. Ahí encontrarás cada gesto que has entrenado con detalles como precisión, número de entrenamientos y última fecha de uso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_98,mostrar mis entrenamientos,saved_models,saved_models,"Tus entrenamientos están listados en /models con información completa: gestos aprendidos, sesiones de práctica, mejoras en precisión y evolución de tu aprendizaje gestual.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_99,abrir la lista de modelos,saved_models,saved_models,"La lista completa de modelos se abre en /models donde puedes navegar por todos tus gestos guardados, organizados por fecha, precisión o frecuencia de uso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_100,quiero ver mis registros,saved_models,saved_models,"Tus registros de entrenamiento están en /models con historial detallado: cuándo entrenaste cada gesto, cuántas veces lo has usado y qué tan preciso es el reconocimiento.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_101,enséñame mis gestos grabados,saved_models,saved_models,"En /models puedes ver todos tus gestos grabados con previsualizaciones, estadísticas de uso y opciones para editarlos, eliminarlos o mejorar su entrenamiento.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_102,revisar mis modelos guardados,saved_models,saved_models,"Para revisar tus modelos guardados ve a /models donde tienes acceso completo a: gestión de gestos, estadísticas de rendimiento, opciones de edición y herramientas de optimización.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_103,mostrar mis datos de entrenamiento,saved_models,saved_models,"Tus datos de entrenamiento están detallados en /models: número de muestras por gesto, precisión alcanzada, tiempo invertido y recomendaciones para mejorar.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_104,ver configuraciones de gestos,saved_models,saved_models,"Las configuraciones de gestos están en /models donde puedes ajustar sensibilidad, calibrar reconocimiento, modificar parámetros y personalizar cada gesto según tus necesidades.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_105,puedo borrar un gesto guardado,saved_models,saved_models,"¡Sí! En /models puedes borrar gestos guardados. Selecciona el gesto que quieres eliminar y confirma la acción. Ten cuidado, esta acción no se puede deshacer.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_106,quiero actualizar mis modelos,saved_models,saved_models,"Para actualizar tus modelos ve a /models, selecciona el gesto que quieres mejorar y usa la opción 'Reentrenar'. Esto mejorará la precisión con nuevas muestras.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_107,lista de mis entrenamientos,saved_models,saved_models,"La lista completa de entrenamientos está en /models organizada cronológicamente, mostrando progreso, mejoras en precisión y recomendaciones para optimizar cada gesto.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_108,abrir la colección de gestos,saved_models,saved_models,Tu colección personal de gestos se abre en /models donde tienes una galería visual de todos tus gestos entrenados con opciones de gestión y estadísticas detalladas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_109,mis modelos personalizados,saved_models,saved_models,"Tus modelos personalizados están en /models, únicos para ti y adaptados a tu forma específica de hacer gestos. Cada modelo refleja tu estilo personal de señas matemáticas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_110,ver historial de gestos entrenados,saved_models,saved_models,"El historial completo está en /models con línea de tiempo de tu aprendizaje: cuándo empezaste cada gesto, cómo ha mejorado tu precisión y tu evolución gestual.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_111,curso aritmética,courses,courses,"El curso de aritmética te enseña operaciones básicas usando gestos. Paso 1: Ve a 'Aritmética', Paso 2: Activa tu cámara, Paso 3: Selecciona la operación que quieres practicar.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_112,curso gestos,courses,courses,"El curso de gestos te enseña a entrenar números del 0 al 9. Paso 1: Ve a 'Entrenar', Paso 2: Permite acceso a la cámara, Paso 3: Haz gestos con los números para practicar.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_113,mi progreso,courses,courses,"Para ver tu progreso: Paso 1: Accede al 'Panel', Paso 2: Consulta tus tarjetas de progreso, Paso 3: Accede a cursos desde allí para continuar aprendiendo.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_114,completar curso,courses,courses,"Para completar un curso, sigue todos los pasos indicados, practica regularmente con los ejercicios, y revisa tu progreso en el panel principal.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_115,prerrequisitos,courses,courses,Algunos cursos requieren completar prerrequisitos. Revisa los requisitos en la descripción del curso y completa los cursos básicos antes de avanzar.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_116,nivel principiante,courses,courses,"Para principiantes recomendamos empezar con aritmética básica, luego reconocimiento de gestos, y gradualmente avanzar a temas más complejos según tu progreso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_117,nivel avanzado,courses,courses,"Para usuarios avanzados tenemos cursos de matemáticas complejas, programación y machine learning. Revisa tu panel para ver todas las opciones disponibles.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_118,certificados,courses,courses,Los certificados se otorgan al completar cursos exitosamente. Revisa tu panel de progreso para ver tus logros y certificaciones obtenidas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_119,tiempo curso,courses,courses,"El tiempo de cada curso varía según tu ritmo de aprendizaje. Los cursos básicos toman 1-2 horas, mientras que los avanzados pueden tomar varias semanas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_120,quiero aprender,ambiguous_cases,ambiguous_cases,"¡Perfecto! Te puedo ayudar a decidir qué aprender. ¿Te interesa: 1) Empezar con aritmética básica (/courses), 2) Practicar gestos con la cámara (/arithmetic), 3) Ver tu progreso (/dashboard), o 4) Explorar desde el inicio (/)?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_121,enséñame algo,ambiguous_cases,ambiguous_cases,"¡Claro! ¿Qué te gustaría aprender? Puedo mostrarte: matemáticas básicas en /courses, práctica de gestos en /arithmetic, o darte un tour completo desde la página principal (/).",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_122,no sé dónde ir,ambiguous_cases,ambiguous_cases,"¡Te ayudo a orientarte! Según tu nivel puedes: 1) Empezar desde el inicio (/), 2) Ver tu progreso en /dashboard, 3) Practicar gestos en /arithmetic, o 4) Explorar cursos en /courses.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_123,muéstrame opciones,ambiguous_cases,ambiguous_cases,"Aquí tienes las opciones principales: 1) Página de inicio (/) para conocer la plataforma, 2) Cursos (/courses) para aprender, 3) Práctica de gestos (/arithmetic), 4) Tu panel personal (/dashboard).",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_124,llévame a algún lugar,ambiguous_cases,ambiguous_cases,"¿A dónde te gustaría ir? Te sugiero: 1) Tu panel personal (/dashboard) para ver tu progreso, 2) Cursos (/courses) para aprender, 3) Práctica de gestos (/arithmetic), o 4) Inicio (/) para explorar.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_125,estoy perdido,ambiguous_cases,ambiguous_cases,"¡No te preocupes! Te oriento: si eres nuevo, ve al inicio (/). Si ya tienes cuenta, revisa tu dashboard (/dashboard). Para aprender, explora /courses. Para practicar gestos, usa /arithmetic.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_126,recomiéndame qué hacer,ambiguous_cases,ambiguous_cases,"Basado en tu situación te recomiendo: 1) Si eres nuevo: comienza en (/), 2) Si quieres aprender: ve a /courses, 3) Si quieres practicar: usa /arithmetic, 4) Para ver progreso: /dashboard.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_127,qué se puede hacer aquí,ambiguous_cases,ambiguous_cases,"En esta plataforma puedes: 1) Aprender matemáticas con cursos interactivos (/courses), 2) Practicar con gestos y cámara (/arithmetic), 3) Seguir tu progreso (/dashboard), 4) Gestionar tus modelos (/models).",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_128,no entiendo cómo empezar,ambiguous_cases,ambiguous_cases,"Para empezar te guío paso a paso: 1) Si no tienes cuenta, regístrate en /auth, 2) Explora la plataforma desde /, 3) Ve tu panel en /dashboard, 4) Comienza un curso en /courses.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_129,explícame las secciones,ambiguous_cases,ambiguous_cases,"Las secciones principales son: 1) Inicio (/) - presentación general, 2) Cursos (/courses) - aprendizaje estructurado, 3) Aritmética (/arithmetic) - práctica con gestos, 4) Dashboard (/dashboard) - tu progreso personal.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_130,dame opciones para continuar,ambiguous_cases,ambiguous_cases,"Opciones para continuar: 1) Continuar curso activo en /courses, 2) Practicar gestos en /arithmetic, 3) Revisar progreso en /dashboard, 4) Explorar nuevos cursos, 5) Ver modelos guardados en /models.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_131,qué puedo hacer ahora,ambiguous_cases,ambiguous_cases,"Ahora puedes: 1) Continuar donde te quedaste en /courses, 2) Practicar nuevos gestos en /arithmetic, 3) Revisar tu progreso en /dashboard, 4) Explorar contenido nuevo desde /.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_132,guíame,ambiguous_cases,ambiguous_cases,"Te guío según tus necesidades: 1) Para aprender conceptos nuevos: /courses, 2) Para practicar habilidades: /arithmetic, 3) Para ver tu evolución: /dashboard, 4) Para gestionar entrenamientos: /models.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_133,dónde debería ir primero,ambiguous_cases,ambiguous_cases,"Depende de tu objetivo: 1) Si eres completamente nuevo: empieza en (/), 2) Si quieres aprender: ve a /courses, 3) Si quieres practicar: usa /arithmetic, 4) Si quieres ver progreso: /dashboard.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_134,no sé qué elegir,ambiguous_cases,ambiguous_cases,"Te ayudo a elegir: 1) Para aprendizaje estructurado: /courses, 2) Para práctica interactiva: /arithmetic, 3) Para seguimiento personal: /dashboard, 4) Para explorar todo: comienza en (/).",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_135,ir al inicio,navigation,navigation,"Te dirijo a la página de inicio (/) donde encontrarás la presentación de la plataforma, sus beneficios y cómo empezar. Es el punto de partida perfecto para nuevos usuarios.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_136,página principal,navigation,navigation,"La página principal (/) te muestra todo lo que puedes hacer: entrenar gestos, tomar cursos, ver tu progreso y más. Es tu punto de partida en la plataforma.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_137,quiero registrarme,navigation,navigation,Te llevo al sistema de autenticación (/auth) donde puedes registrarte o iniciar sesión. Incluso tenemos reconocimiento facial como opción avanzada.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_138,iniciar sesión,navigation,navigation,El acceso está en /auth donde puedes iniciar sesión con tu cuenta existente o crear una nueva. También hay opciones de autenticación avanzada.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_139,panel principal,navigation,navigation,"El panel principal (/dashboard) es tu centro de control donde ves tu progreso, actividades pendientes, estadísticas de aprendizaje y acceso rápido a todas las funciones.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_140,dashboard,navigation,navigation,"En el dashboard (/dashboard) tienes una vista completa de tu progreso, cursos activos, estadísticas de gestos entrenados y acceso directo a todas las herramientas de aprendizaje.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_141,aritmética,navigation,navigation,La sección de aritmética (/arithmetic) es donde entrenas gestos de números y practicas operaciones básicas como sumas y restas usando tus manos.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_142,ver modelos,navigation,navigation,"Los modelos guardados están en /models donde puedes ver todos los modelos de IA entrenados, sus estadísticas de precisión y rendimiento.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_143,cursos,navigation,navigation,"Los cursos están organizados por temas en /courses/:slug donde cada curso tiene lecciones interactivas, ejercicios prácticos y evaluaciones de progreso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_144,administración,navigation,navigation,"El panel de administración (/admin) es para gestionar usuarios, contenido, estadísticas del sistema y configuraciones avanzadas de la plataforma.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_145,clima,out_of_context,out_of_context,"Lo siento, solo tengo información sobre esta plataforma educativa de matemáticas con gestos. No puedo ayudarte con el clima. ¿Te gustaría saber cómo funciona nuestro reconocimiento de gestos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_146,noticias,out_of_context,out_of_context,"Mi especialidad es esta plataforma educativa, no las noticias. ¿Prefieres que te explique cómo entrenar números con gestos de manos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_147,deportes,out_of_context,out_of_context,"No tengo información sobre deportes, solo sobre nuestra plataforma de matemáticas interactiva. ¿Te interesa conocer nuestros cursos de aritmética?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_148,cocina,out_of_context,out_of_context,Mi conocimiento se limita a esta plataforma educativa de gestos matemáticos. ¿Quieres aprender a resolver sumas usando tus manos?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_149,música,out_of_context,out_of_context,Solo puedo ayudarte con temas de esta plataforma educativa. ¿Te gustaría probar nuestro sistema de reconocimiento de gestos para matemáticas?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_150,películas,out_of_context,out_of_context,Mi función es asistir con esta plataforma de aprendizaje matemático. ¿Prefieres que te muestre cómo funciona la cámara para reconocer números?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_151,viajes,out_of_context,out_of_context,"No manejo información de viajes, solo de esta plataforma educativa. ¿Te interesa saber cómo entrenar gestos para operaciones matemáticas?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_152,política,out_of_context,out_of_context,"Mi especialidad es esta plataforma de matemáticas con gestos, no política. ¿Quieres conocer nuestros cursos interactivos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_153,salud,out_of_context,out_of_context,Solo tengo conocimiento sobre esta plataforma educativa. ¿Te gustaría aprender matemáticas de forma interactiva con gestos de manos?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_154,tecnología general,out_of_context,out_of_context,Mi enfoque está en esta plataforma educativa específica que usa IA para reconocer gestos matemáticos. ¿Quieres saber más sobre cómo funciona?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_155,facebook,out_of_context,out_of_context,"No tengo información sobre redes sociales, solo sobre esta plataforma educativa. ¿Te interesa aprender matemáticas con reconocimiento de gestos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_156,instagram,out_of_context,out_of_context,Mi conocimiento se centra en esta plataforma de aprendizaje matemático. ¿Quieres saber cómo usar gestos para resolver operaciones?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_157,whatsapp,out_of_context,out_of_context,Solo puedo ayudarte con esta plataforma educativa de matemáticas. ¿Te gustaría conocer cómo funciona el entrenamiento de gestos?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_158,google,out_of_context,out_of_context,Mi especialidad es esta plataforma específica de matemáticas con gestos. ¿Prefieres que te explique cómo usar la cámara para aprender?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_159,youtube,out_of_context,out_of_context,"No tengo información sobre otras plataformas, solo sobre esta de matemáticas educativas. ¿Te interesa probar nuestros cursos interactivos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_160,cómo registro números,specific_questions,specific_questions,"Para registrar números, ve a /arithmetic, activa tu cámara, y muestra números del 0 al 9 con tus dedos. La IA los reconocerá automáticamente y podrás entrenar la precisión.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_161,no funciona la cámara,specific_questions,specific_questions,"Si la cámara no funciona: 1) Verifica permisos del navegador, 2) Asegúrate de tener buena iluminación, 3) Mantén las manos visibles, 4) Prueba en /arithmetic para calibrar el sistema.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_162,cómo hacer sumas,specific_questions,specific_questions,"Para hacer sumas con gestos: 1) Ve a /arithmetic, 2) Muestra el primer número con una mano, 3) Muestra el segundo número con la otra mano, 4) La plataforma calculará automáticamente el resultado.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_163,ver mi progreso,specific_questions,specific_questions,"Tu progreso está en /dashboard donde puedes ver: gestos entrenados, precisión alcanzada, cursos completados, tiempo de práctica y estadísticas detalladas de tu aprendizaje.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_164,qué cursos hay,specific_questions,specific_questions,"Los cursos disponibles están en /courses/:slug e incluyen: Aritmética Básica, Álgebra Elemental, Geometría Interactiva, Fracciones y Decimales, y Matemáticas Avanzadas. Todos con reconocimiento de gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_165,problemas técnicos,specific_questions,specific_questions,"Para problemas técnicos: 1) Verifica tu conexión, 2) Actualiza el navegador, 3) Permite acceso a la cámara, 4) Usa buena iluminación, 5) Contacta soporte desde /admin si persiste el problema.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_166,entrenar mejor,specific_questions,specific_questions,"Para entrenar mejor: 1) Usa buena iluminación, 2) Mantén las manos estables, 3) Practica cada número varias veces, 4) Verifica la precisión en /models, 5) Sé consistente con los gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
