input,output,category,confidence,source,original_index,converted_at
curso aritmética,"El curso de aritmética te enseña operaciones básicas usando gestos. Paso 1: Ve a 'Aritmética', Paso 2: Activa tu cámara, Paso 3: Selecciona la operación que quieres practicar.",courses,1.0,comprehensive_training,114,2025-09-29T15:47:00.539166
curso gestos,"El curso de gestos te enseña a entrenar números del 0 al 9. Paso 1: Ve a 'Entrenar', Paso 2: Permite acceso a la cámara, Paso 3: Haz gestos con los números para practicar.",courses,1.0,comprehensive_training,115,2025-09-29T15:47:00.539189
mi progreso,"Para ver tu progreso: Paso 1: Accede al 'Panel', Paso 2: Consulta tus tarjetas de progreso, Paso 3: Accede a cursos desde allí para continuar aprendiendo.",courses,1.0,comprehensive_training,116,2025-09-29T15:47:00.539210
completar curso,"Para completar un curso, sigue todos los pasos indicados, practica regularmente con los ejercicios, y revisa tu progreso en el panel principal.",courses,1.0,comprehensive_training,117,2025-09-29T15:47:00.539230
prerrequisitos,Algunos cursos requieren completar prerrequisitos. Revisa los requisitos en la descripción del curso y completa los cursos básicos antes de avanzar.,courses,1.0,comprehensive_training,118,2025-09-29T15:47:00.539249
nivel principiante,"Para principiantes recomendamos empezar con aritmética básica, luego reconocimiento de gestos, y gradualmente avanzar a temas más complejos según tu progreso.",courses,1.0,comprehensive_training,119,2025-09-29T15:47:00.539268
nivel avanzado,"Para usuarios avanzados tenemos cursos de matemáticas complejas, programación y machine learning. Revisa tu panel para ver todas las opciones disponibles.",courses,1.0,comprehensive_training,120,2025-09-29T15:47:00.539287
certificados,Los certificados se otorgan al completar cursos exitosamente. Revisa tu panel de progreso para ver tus logros y certificaciones obtenidas.,courses,1.0,comprehensive_training,121,2025-09-29T15:47:00.539304
tiempo curso,"El tiempo de cada curso varía según tu ritmo de aprendizaje. Los cursos básicos toman 1-2 horas, mientras que los avanzados pueden tomar varias semanas.",courses,1.0,comprehensive_training,122,2025-09-29T15:47:00.539323
quiero aprender,"¡Perfecto! Te puedo ayudar a decidir qué aprender. ¿Te interesa: 1) Empezar con aritmética básica (/courses), 2) Practicar gestos con la cámara (/arithmetic), 3) Ver tu progreso (/dashboard), o 4) Explorar desde el inicio (/)?",ambiguous_cases,1.0,comprehensive_training,123,2025-09-29T15:47:00.539348
enséñame algo,"¡Claro! ¿Qué te gustaría aprender? Puedo mostrarte: matemáticas básicas en /courses, práctica de gestos en /arithmetic, o darte un tour completo desde la página principal (/).",ambiguous_cases,1.0,comprehensive_training,124,2025-09-29T15:47:00.539369
no sé dónde ir,"¡Te ayudo a orientarte! Según tu nivel puedes: 1) Empezar desde el inicio (/), 2) Ver tu progreso en /dashboard, 3) Practicar gestos en /arithmetic, o 4) Explorar cursos en /courses.",ambiguous_cases,1.0,comprehensive_training,125,2025-09-29T15:47:00.539391
muéstrame opciones,"Aquí tienes las opciones principales: 1) Página de inicio (/) para conocer la plataforma, 2) Cursos (/courses) para aprender, 3) Práctica de gestos (/arithmetic), 4) Tu panel personal (/dashboard).",ambiguous_cases,1.0,comprehensive_training,126,2025-09-29T15:47:00.539413
llévame a algún lugar,"¿A dónde te gustaría ir? Te sugiero: 1) Tu panel personal (/dashboard) para ver tu progreso, 2) Cursos (/courses) para aprender, 3) Práctica de gestos (/arithmetic), o 4) Inicio (/) para explorar.",ambiguous_cases,1.0,comprehensive_training,127,2025-09-29T15:47:00.539436
estoy perdido,"¡No te preocupes! Te oriento: si eres nuevo, ve al inicio (/). Si ya tienes cuenta, revisa tu dashboard (/dashboard). Para aprender, explora /courses. Para practicar gestos, usa /arithmetic.",ambiguous_cases,1.0,comprehensive_training,128,2025-09-29T15:47:00.539460
recomiéndame qué hacer,"Basado en tu situación te recomiendo: 1) Si eres nuevo: comienza en (/), 2) Si quieres aprender: ve a /courses, 3) Si quieres practicar: usa /arithmetic, 4) Para ver progreso: /dashboard.",ambiguous_cases,1.0,comprehensive_training,129,2025-09-29T15:47:00.539484
qué se puede hacer aquí,"En esta plataforma puedes: 1) Aprender matemáticas con cursos interactivos (/courses), 2) Practicar con gestos y cámara (/arithmetic), 3) Seguir tu progreso (/dashboard), 4) Gestionar tus modelos (/models).",ambiguous_cases,1.0,comprehensive_training,130,2025-09-29T15:47:00.539507
no entiendo cómo empezar,"Para empezar te guío paso a paso: 1) Si no tienes cuenta, regístrate en /auth, 2) Explora la plataforma desde /, 3) Ve tu panel en /dashboard, 4) Comienza un curso en /courses.",ambiguous_cases,1.0,comprehensive_training,131,2025-09-29T15:47:00.539529
explícame las secciones,"Las secciones principales son: 1) Inicio (/) - presentación general, 2) Cursos (/courses) - aprendizaje estructurado, 3) Aritmética (/arithmetic) - práctica con gestos, 4) Dashboard (/dashboard) - tu progreso personal.",ambiguous_cases,1.0,comprehensive_training,132,2025-09-29T15:47:00.539552
dame opciones para continuar,"Opciones para continuar: 1) Continuar curso activo en /courses, 2) Practicar gestos en /arithmetic, 3) Revisar progreso en /dashboard, 4) Explorar nuevos cursos, 5) Ver modelos guardados en /models.",ambiguous_cases,1.0,comprehensive_training,133,2025-09-29T15:47:00.539575
qué puedo hacer ahora,"Ahora puedes: 1) Continuar donde te quedaste en /courses, 2) Practicar nuevos gestos en /arithmetic, 3) Revisar tu progreso en /dashboard, 4) Explorar contenido nuevo desde /.",ambiguous_cases,1.0,comprehensive_training,134,2025-09-29T15:47:00.539595
guíame,"Te guío según tus necesidades: 1) Para aprender conceptos nuevos: /courses, 2) Para practicar habilidades: /arithmetic, 3) Para ver tu evolución: /dashboard, 4) Para gestionar entrenamientos: /models.",ambiguous_cases,1.0,comprehensive_training,135,2025-09-29T15:47:00.539618
dónde debería ir primero,"Depende de tu objetivo: 1) Si eres completamente nuevo: empieza en (/), 2) Si quieres aprender: ve a /courses, 3) Si quieres practicar: usa /arithmetic, 4) Si quieres ver progreso: /dashboard.",ambiguous_cases,1.0,comprehensive_training,136,2025-09-29T15:47:00.539642
no sé qué elegir,"Te ayudo a elegir: 1) Para aprendizaje estructurado: /courses, 2) Para práctica interactiva: /arithmetic, 3) Para seguimiento personal: /dashboard, 4) Para explorar todo: comienza en (/).",ambiguous_cases,1.0,comprehensive_training,137,2025-09-29T15:47:00.539665
ir al inicio,"Te dirijo a la página de inicio (/) donde encontrarás la presentación de la plataforma, sus beneficios y cómo empezar. Es el punto de partida perfecto para nuevos usuarios.",navigation,1.0,comprehensive_training,138,2025-09-29T15:47:00.539686
página principal,"La página principal (/) te muestra todo lo que puedes hacer: entrenar gestos, tomar cursos, ver tu progreso y más. Es tu punto de partida en la plataforma.",navigation,1.0,comprehensive_training,139,2025-09-29T15:47:00.539706
quiero registrarme,Te llevo al sistema de autenticación (/auth) donde puedes registrarte o iniciar sesión. Incluso tenemos reconocimiento facial como opción avanzada.,navigation,1.0,comprehensive_training,140,2025-09-29T15:47:00.539724
iniciar sesión,El acceso está en /auth donde puedes iniciar sesión con tu cuenta existente o crear una nueva. También hay opciones de autenticación avanzada.,navigation,1.0,comprehensive_training,141,2025-09-29T15:47:00.539742
panel principal,"El panel principal (/dashboard) es tu centro de control donde ves tu progreso, actividades pendientes, estadísticas de aprendizaje y acceso rápido a todas las funciones.",navigation,1.0,comprehensive_training,142,2025-09-29T15:47:00.539761
dashboard,"En el dashboard (/dashboard) tienes una vista completa de tu progreso, cursos activos, estadísticas de gestos entrenados y acceso directo a todas las herramientas de aprendizaje.",navigation,1.0,comprehensive_training,143,2025-09-29T15:47:00.539782
entrenar gestos,"El entrenamiento de gestos está en /arithmetic donde puedes practicar números del 0 al 9 con tus manos, calibrar la cámara y mejorar la precisión del reconocimiento.",navigation,1.0,comprehensive_training,144,2025-09-29T15:47:00.539801
aritmética,La sección de aritmética (/arithmetic) es donde entrenas gestos de números y practicas operaciones básicas como sumas y restas usando tus manos.,navigation,1.0,comprehensive_training,145,2025-09-29T15:47:00.539819
ver modelos,"Los modelos guardados están en /models donde puedes ver todos los modelos de IA entrenados, sus estadísticas de precisión y rendimiento.",navigation,1.0,comprehensive_training,146,2025-09-29T15:47:00.539836
cursos,"Los cursos están organizados por temas en /courses/:slug donde cada curso tiene lecciones interactivas, ejercicios prácticos y evaluaciones de progreso.",navigation,1.0,comprehensive_training,147,2025-09-29T15:47:00.539854
administración,"El panel de administración (/admin) es para gestionar usuarios, contenido, estadísticas del sistema y configuraciones avanzadas de la plataforma.",navigation,1.0,comprehensive_training,148,2025-09-29T15:47:00.539873
clima,"Lo siento, solo tengo información sobre esta plataforma educativa de matemáticas con gestos. No puedo ayudarte con el clima. ¿Te gustaría saber cómo funciona nuestro reconocimiento de gestos?",out_of_context,1.0,comprehensive_training,149,2025-09-29T15:47:00.539895
noticias,"Mi especialidad es esta plataforma educativa, no las noticias. ¿Prefieres que te explique cómo entrenar números con gestos de manos?",out_of_context,1.0,comprehensive_training,150,2025-09-29T15:47:00.539912
deportes,"No tengo información sobre deportes, solo sobre nuestra plataforma de matemáticas interactiva. ¿Te interesa conocer nuestros cursos de aritmética?",out_of_context,1.0,comprehensive_training,151,2025-09-29T15:47:00.539930
cocina,Mi conocimiento se limita a esta plataforma educativa de gestos matemáticos. ¿Quieres aprender a resolver sumas usando tus manos?,out_of_context,1.0,comprehensive_training,152,2025-09-29T15:47:00.539945
música,Solo puedo ayudarte con temas de esta plataforma educativa. ¿Te gustaría probar nuestro sistema de reconocimiento de gestos para matemáticas?,out_of_context,1.0,comprehensive_training,153,2025-09-29T15:47:00.539962
películas,Mi función es asistir con esta plataforma de aprendizaje matemático. ¿Prefieres que te muestre cómo funciona la cámara para reconocer números?,out_of_context,1.0,comprehensive_training,154,2025-09-29T15:47:00.539979
viajes,"No manejo información de viajes, solo de esta plataforma educativa. ¿Te interesa saber cómo entrenar gestos para operaciones matemáticas?",out_of_context,1.0,comprehensive_training,155,2025-09-29T15:47:00.539996
política,"Mi especialidad es esta plataforma de matemáticas con gestos, no política. ¿Quieres conocer nuestros cursos interactivos?",out_of_context,1.0,comprehensive_training,156,2025-09-29T15:47:00.540011
salud,Solo tengo conocimiento sobre esta plataforma educativa. ¿Te gustaría aprender matemáticas de forma interactiva con gestos de manos?,out_of_context,1.0,comprehensive_training,157,2025-09-29T15:47:00.540027
tecnología general,Mi enfoque está en esta plataforma educativa específica que usa IA para reconocer gestos matemáticos. ¿Quieres saber más sobre cómo funciona?,out_of_context,1.0,comprehensive_training,158,2025-09-29T15:47:00.540045
facebook,"No tengo información sobre redes sociales, solo sobre esta plataforma educativa. ¿Te interesa aprender matemáticas con reconocimiento de gestos?",out_of_context,1.0,comprehensive_training,159,2025-09-29T15:47:00.540062
instagram,Mi conocimiento se centra en esta plataforma de aprendizaje matemático. ¿Quieres saber cómo usar gestos para resolver operaciones?,out_of_context,1.0,comprehensive_training,160,2025-09-29T15:47:00.540083
whatsapp,Solo puedo ayudarte con esta plataforma educativa de matemáticas. ¿Te gustaría conocer cómo funciona el entrenamiento de gestos?,out_of_context,1.0,comprehensive_training,161,2025-09-29T15:47:00.540099
google,Mi especialidad es esta plataforma específica de matemáticas con gestos. ¿Prefieres que te explique cómo usar la cámara para aprender?,out_of_context,1.0,comprehensive_training,162,2025-09-29T15:47:00.540115
youtube,"No tengo información sobre otras plataformas, solo sobre esta de matemáticas educativas. ¿Te interesa probar nuestros cursos interactivos?",out_of_context,1.0,comprehensive_training,163,2025-09-29T15:47:00.540132
cómo registro números,"Para registrar números, ve a /arithmetic, activa tu cámara, y muestra números del 0 al 9 con tus dedos. La IA los reconocerá automáticamente y podrás entrenar la precisión.",specific_questions,1.0,comprehensive_training,164,2025-09-29T15:47:00.540154
no funciona la cámara,"Si la cámara no funciona: 1) Verifica permisos del navegador, 2) Asegúrate de tener buena iluminación, 3) Mantén las manos visibles, 4) Prueba en /arithmetic para calibrar el sistema.",specific_questions,1.0,comprehensive_training,165,2025-09-29T15:47:00.540176
cómo hacer sumas,"Para hacer sumas con gestos: 1) Ve a /arithmetic, 2) Muestra el primer número con una mano, 3) Muestra el segundo número con la otra mano, 4) La plataforma calculará automáticamente el resultado.",specific_questions,1.0,comprehensive_training,166,2025-09-29T15:47:00.540199
ver mi progreso,"Tu progreso está en /dashboard donde puedes ver: gestos entrenados, precisión alcanzada, cursos completados, tiempo de práctica y estadísticas detalladas de tu aprendizaje.",specific_questions,1.0,comprehensive_training,167,2025-09-29T15:47:00.540221
qué cursos hay,"Los cursos disponibles están en /courses/:slug e incluyen: Aritmética Básica, Álgebra Elemental, Geometría Interactiva, Fracciones y Decimales, y Matemáticas Avanzadas. Todos con reconocimiento de gestos.",specific_questions,1.0,comprehensive_training,168,2025-09-29T15:47:00.540244
problemas técnicos,"Para problemas técnicos: 1) Verifica tu conexión, 2) Actualiza el navegador, 3) Permite acceso a la cámara, 4) Usa buena iluminación, 5) Contacta soporte desde /admin si persiste el problema.",specific_questions,1.0,comprehensive_training,169,2025-09-29T15:47:00.540266
entrenar mejor,"Para entrenar mejor: 1) Usa buena iluminación, 2) Mantén las manos estables, 3) Practica cada número varias veces, 4) Verifica la precisión en /models, 5) Sé consistente con los gestos.",specific_questions,1.0,comprehensive_training,170,2025-09-29T15:47:00.540288
niveles disponibles,"Tenemos múltiples niveles: Principiante (números básicos), Intermedio (operaciones simples), Avanzado (cálculos complejos), y Experto (matemáticas avanzadas). Cada uno se adapta a tu progreso.",specific_questions,1.0,comprehensive_training,171,2025-09-29T15:47:00.540310
guardar progreso,"Tu progreso se guarda automáticamente en /models donde puedes ver todos tus modelos entrenados, estadísticas de precisión y rendimiento de reconocimiento de gestos.",specific_questions,1.0,comprehensive_training,172,2025-09-29T15:47:00.540354
cambiar idioma,"Actualmente la plataforma está en español. Para otras opciones de idioma, ve a configuración en /admin o contacta soporte para solicitar nuevos idiomas.",specific_questions,1.0,comprehensive_training,173,2025-09-29T15:47:00.540389
usar sin internet,"Algunas funciones básicas funcionan offline, pero para reconocimiento de gestos en tiempo real y sincronización de progreso necesitas conexión a internet estable.",specific_questions,1.0,comprehensive_training,174,2025-09-29T15:47:00.540419
compartir progreso,"Puedes compartir tu progreso desde /dashboard donde tienes opciones para exportar estadísticas, generar reportes de aprendizaje y mostrar tus logros.",specific_questions,1.0,comprehensive_training,175,2025-09-29T15:47:00.540447
resetear datos,"Para resetear tus datos, ve a /admin, busca la opción de configuración de cuenta, y selecciona 'Reiniciar progreso'. Esto borrará todos tus modelos entrenados.",specific_questions,1.0,comprehensive_training,176,2025-09-29T15:47:00.540469
contactar soporte,"Para contactar soporte: 1) Ve a /admin, 2) Busca 'Centro de Ayuda', 3) Envía tu consulta con detalles del problema, 4) Recibirás respuesta en 24-48 horas.",specific_questions,1.0,comprehensive_training,177,2025-09-29T15:47:00.540490
requisitos sistema,"Requisitos: navegador moderno (Chrome, Firefox, Safari, Edge), cámara web funcional, conexión a internet, JavaScript habilitado, y buena iluminación para reconocimiento de gestos.",specific_questions,1.0,comprehensive_training,178,2025-09-29T15:47:00.540513
cómo sumar,"¡Excelente pregunta sobre sumas! En nuestra plataforma, para sumar con gestos: 1) Ve a /arithmetic, 2) Muestra el primer número con una mano, 3) Muestra el segundo con la otra, 4) La IA calcula automáticamente. ¡Es súper visual!",arithmetic,1.0,comprehensive_training,179,2025-09-29T15:47:00.540543
enseñar suma,"La suma con gestos es revolucionaria: muestra 2 dedos con la mano izquierda y 3 con la derecha, ¡el resultado aparece automáticamente! Es perfecto para aprendizaje visual en /arithmetic.",arithmetic,1.0,comprehensive_training,180,2025-09-29T15:47:00.540581
practicar sumas,"¡Perfecto! Para practicar sumas con gestos en nuestra plataforma: activa la cámara en /arithmetic, muestra números con las manos, y la IA reconoce y calcula. ¿Empezamos?",arithmetic,1.0,comprehensive_training,181,2025-09-29T15:47:00.540617
cómo restar,"Para restar con gestos en la plataforma: muestra el número mayor con los dedos, luego indica la cantidad a restar. Es muy visual y está disponible en /arithmetic.",arithmetic,1.0,comprehensive_training,182,2025-09-29T15:47:00.540653
enseñar resta,La resta es quitar o reducir. Con gestos es como contar hacia atrás. Empiezas con todos los dedos arriba y vas bajando. ¡Es súper intuitivo!,arithmetic,1.0,comprehensive_training,183,2025-09-29T15:47:00.540687
practicar restas,"¡Genial! La resta con gestos es muy visual. Imagínate: tienes 4 galletas y te comes 2. Con gestos muestras 4 dedos, bajas 2, y ves que quedan 2.",arithmetic,1.0,comprehensive_training,184,2025-09-29T15:47:00.540723
operaciones básicas,"Las operaciones básicas incluyen suma, resta, multiplicación y división. Con gestos puedes practicar sumas y restas de forma visual e interactiva usando tu cámara.",arithmetic,1.0,comprehensive_training,185,2025-09-29T15:47:00.540760
matemáticas,"Las matemáticas son la base del conocimiento. En nuestra plataforma puedes aprender desde aritmética básica hasta conceptos más avanzados, todo con apoyo visual y gestos.",arithmetic,1.0,comprehensive_training,186,2025-09-29T15:47:00.540795
números,Los números del 0 al 9 se pueden representar con gestos de manos. La cámara reconoce tus movimientos y los convierte en números para hacer operaciones matemáticas.,arithmetic,1.0,comprehensive_training,187,2025-09-29T15:47:00.540828
calcular,"Para calcular con gestos, primero entrena los números del 0 al 9, luego usa la cámara para mostrar números que quieres operar. El sistema calcula automáticamente el resultado.",arithmetic,1.0,comprehensive_training,188,2025-09-29T15:47:00.540865
entrenar gestos,"Para entrenar gestos en nuestra plataforma: 1) Ve a /arithmetic, 2) Permite acceso a la cámara, 3) Practica números del 0 al 9, 4) La IA aprende tus gestos únicos.",gestures,1.0,comprehensive_training,189,2025-09-29T15:47:00.540902
reconocimiento gestos,Nuestro sistema de reconocimiento de gestos en /arithmetic usa IA avanzada para interpretar configuraciones de mano. Es muy preciso con buena iluminación.,gestures,1.0,comprehensive_training,190,2025-09-29T15:47:00.540967
cámara no funciona,"Si la cámara no funciona, verifica: 1) Permisos de cámara en el navegador, 2) Buena iluminación, 3) Que no esté siendo usada por otra aplicación. Los ejercicios con cámara requieren mayor ancho de banda.",gestures,1.0,comprehensive_training,191,2025-09-29T15:47:00.541015
gestos manos,Los gestos de manos representan números del 0 al 9. Cada configuración de dedos corresponde a un número específico que la cámara puede reconocer automáticamente.,gestures,1.0,comprehensive_training,192,2025-09-29T15:47:00.541050
entrenar números,"Para entrenar números, ve a la sección Aritmética, activa tu cámara y practica mostrando cada número del 0 al 9 con gestos claros y consistentes.",gestures,1.0,comprehensive_training,193,2025-09-29T15:47:00.541084
reconocer números,La cámara reconoce números cuando muestras gestos claros con buena iluminación. Asegúrate de que tus manos estén bien visibles y en el área de detección.,gestures,1.0,comprehensive_training,194,2025-09-29T15:47:00.541118
problemas cámara,"Si tienes problemas con la cámara: 1) Revisa permisos del navegador, 2) Mejora la iluminación, 3) Limpia la lente, 4) Cierra otras aplicaciones que usen la cámara.",gestures,1.0,comprehensive_training,195,2025-09-29T15:47:00.541154
configurar cámara,"Para configurar la cámara, ve a configuración del navegador, permite acceso a la cámara para este sitio, y asegúrate de tener buena iluminación en tu espacio de trabajo.",gestures,1.0,comprehensive_training,196,2025-09-29T15:47:00.541191
calidad imagen,"Para mejor calidad de imagen: usa buena iluminación natural o artificial, mantén las manos limpias, evita fondos complejos y mantén una distancia adecuada de la cámara.",gestures,1.0,comprehensive_training,197,2025-09-29T15:47:00.541227
gestos no reconoce,"Si los gestos no se reconocen: 1) Mejora la iluminación, 2) Haz gestos más claros, 3) Mantén las manos en el área de detección, 4) Entrena nuevamente los números problemáticos.",gestures,1.0,comprehensive_training,198,2025-09-29T15:47:00.541268
problema técnico,"Para problemas técnicos: 1) Verifica tu conexión a internet, 2) Actualiza tu navegador, 3) Limpia caché y cookies, 4) Reinicia la aplicación. Si persiste, contacta soporte.",technical_support,1.0,comprehensive_training,199,2025-09-29T15:47:00.541307
no carga,"Si la aplicación no carga: 1) Verifica tu conexión, 2) Cierra otras pestañas del navegador, 3) Desactiva extensiones, 4) Prueba en modo incógnito.",technical_support,1.0,comprehensive_training,200,2025-09-29T15:47:00.541341
lento,"Si experimenta lentitud: 1) Verifica tu conexión a internet, 2) Cierra otras pestañas del navegador, 3) Los ejercicios con cámara requieren mayor ancho de banda.",technical_support,1.0,comprehensive_training,201,2025-09-29T15:47:00.541377
error navegador,"Para errores del navegador: 1) Actualiza a la última versión, 2) Habilita JavaScript, 3) Permite cookies, 4) Desactiva bloqueadores de anuncios temporalmente.",technical_support,1.0,comprehensive_training,202,2025-09-29T15:47:00.541411
compatibilidad,"La plataforma es compatible con Chrome, Firefox, Safari y Edge. Para mejor experiencia usa las versiones más recientes de estos navegadores.",technical_support,1.0,comprehensive_training,203,2025-09-29T15:47:00.541445
móvil,La plataforma está optimizada para móvil y escritorio con tema oscuro moderno. Funciona bien en tablets y smartphones con cámaras funcionales.,technical_support,1.0,comprehensive_training,204,2025-09-29T15:47:00.541476
permisos,"Para usar todas las funciones, otorga permisos de cámara y micrófono en tu navegador. Ve a configuración del sitio y habilita estos permisos.",technical_support,1.0,comprehensive_training,205,2025-09-29T15:47:00.541509
actualizar,"Para actualizar la aplicación, recarga la página (F5 o Ctrl+R). Los cambios se aplican automáticamente sin necesidad de descargas.",technical_support,1.0,comprehensive_training,206,2025-09-29T15:47:00.541539
respaldo,"Tus datos se guardan automáticamente en la nube. Tu progreso, modelos entrenados y configuraciones están seguros y sincronizados.",technical_support,1.0,comprehensive_training,207,2025-09-29T15:47:00.541569
seguridad,La plataforma usa encriptación HTTPS y no almacena imágenes de tu cámara. Solo procesa gestos en tiempo real para reconocimiento de números.,technical_support,1.0,comprehensive_training,208,2025-09-29T15:47:00.541599
qué es la plataforma,Es una plataforma educativa innovadora que combina inteligencia artificial con reconocimiento de gestos para enseñar matemáticas de forma interactiva y divertida.,faq_database,1.0,comprehensive_training,209,2025-09-29T15:47:00.541630
cómo empezar,"Para empezar: 1) Regístrate o inicia sesión, 2) Ve al panel principal, 3) Elige un curso o actividad, 4) Sigue las instrucciones paso a paso.",faq_database,1.0,comprehensive_training,210,2025-09-29T15:47:00.541668
es gratis,La plataforma ofrece contenido gratuito básico y cursos premium. Puedes empezar sin costo y actualizar para acceder a funciones avanzadas.,faq_database,1.0,comprehensive_training,211,2025-09-29T15:47:00.541700
edad mínima,"La plataforma es adecuada para todas las edades, desde niños de 6 años hasta adultos. El contenido se adapta al nivel de cada usuario.",faq_database,1.0,comprehensive_training,212,2025-09-29T15:47:00.541733
sin cámara,"Aunque la cámara mejora la experiencia, también puedes usar la plataforma con teclado y mouse para algunas actividades básicas.",faq_database,1.0,comprehensive_training,213,2025-09-29T15:47:00.541763
idiomas,"Actualmente la plataforma está disponible en español, con planes de expansión a otros idiomas según la demanda de usuarios.",faq_database,1.0,comprehensive_training,214,2025-09-29T15:47:00.541793
offline,"Algunas funciones básicas funcionan offline, pero para reconocimiento de gestos y sincronización necesitas conexión a internet.",faq_database,1.0,comprehensive_training,215,2025-09-29T15:47:00.541830
privacidad,Respetamos tu privacidad. No almacenamos imágenes de tu cámara y solo procesamos gestos localmente para reconocimiento de números.,faq_database,1.0,comprehensive_training,216,2025-09-29T15:47:00.541859
soporte,"Nuestro equipo de soporte está disponible 24/7 a través del chat, email y centro de ayuda para resolver cualquier duda o problema.",faq_database,1.0,comprehensive_training,217,2025-09-29T15:47:00.541890
actualizaciones,"La plataforma se actualiza regularmente con nuevos cursos, funciones y mejoras basadas en feedback de usuarios.",faq_database,1.0,comprehensive_training,218,2025-09-29T15:47:00.541918
no entiendo,"No te preocupes, estoy aquí para ayudarte. ¿Podrías ser más específico sobre qué parte no entiendes? Puedo explicarte paso a paso.",specific_intents,1.0,comprehensive_training,219,2025-09-29T15:47:00.541951
muy difícil,Entiendo que puede parecer difícil al principio. Empecemos con algo más básico y avanzamos gradualmente. ¿Qué te parece más complicado?,specific_intents,1.0,comprehensive_training,220,2025-09-29T15:47:00.541986
muy fácil,"¡Excelente! Si esto te resulta fácil, podemos avanzar a temas más desafiantes. ¿Te interesa probar algo más avanzado?",specific_intents,1.0,comprehensive_training,221,2025-09-29T15:47:00.542041
aburrido,Entiendo. Probemos algo más interactivo en /arithmetic con la cámara o un enfoque diferente. ¿Prefieres ejercicios más dinámico?,specific_intents,1.0,comprehensive_training,222,2025-09-29T15:47:00.542075
interesante,¡Me alegra que te parezca interesante! Hay mucho más en /arithmetic y /dashboard. ¿Quieres explorar más funciones?,specific_intents,1.0,comprehensive_training,223,2025-09-29T15:47:00.542101
ayuda,"¡Por supuesto! Estoy aquí para ayudarte. Puedes preguntarme sobre matemáticas, uso de la plataforma, problemas técnicos o cualquier duda que tengas.",specific_intents,1.0,comprehensive_training,224,2025-09-29T15:47:00.542124
gracias,"¡De nada! Me alegra ayudarte con esta plataforma. Si tienes más preguntas sobre /arithmetic o quieres continuar aprendiendo, estaré aquí.",specific_intents,1.0,comprehensive_training,225,2025-09-29T15:47:00.542143
adiós,¡Hasta luego! Espero haberte ayudado. Recuerda que puedes volver cuando quieras para continuar aprendiendo. ¡Que tengas un buen día!,specific_intents,1.0,comprehensive_training,226,2025-09-29T15:47:00.542160
excelente,"¡Qué bueno que te guste! Sigue así, estás haciendo un gran trabajo. ¿Quieres continuar con más ejercicios o probar algo nuevo?",specific_intents,1.0,comprehensive_training,227,2025-09-29T15:47:00.542185
perfecto,¡Perfecto! Me alegra ver tu entusiasmo por aprender. Mantén esa actitud positiva y lograrás grandes cosas.,specific_intents,1.0,comprehensive_training,228,2025-09-29T15:47:00.542203
